id,xcenter,ycenter,aperture_sum,aperture_sum_bkgsub,time
1,351.195625,77.69716666666666,18069.267636921973,50.48655105549915,2460978.8977412037
1,351.195625,77.69716666666666,17914.930354049942,13.243993630050682,2460978.8983372687
1,351.195625,77.69716666666666,30436.735815060307,-90.5220273269988,2460978.859731366
1,351.195625,77.69716666666666,17984.139119884887,14.4060165385672,2460978.8989333333
1,351.195625,77.69716666666666,22230.733422641348,-58.54691799614011,2460978.8646828705
1,351.195625,77.69716666666666,17956.609644784538,-185.0034278751118,2460978.899529398
1,351.195625,77.69716666666666,17959.919804263576,-95.4486344434008,2460978.900125463
1,351.195625,77.69716666666666,20433.280660715074,42.23945955801901,2460978.867310417
1,351.195625,77.69716666666666,18049.393827909076,40.76164888632047,2460978.9007215276
1,351.195625,77.69716666666666,20286.9302342839,138.0473557769874,2460978.8679064815
1,351.195625,77.69716666666666,17849.547064701488,-79.66377030997683,2460978.9013175927
1,351.195625,77.69716666666666,19794.80670281216,-114.06565308516292,2460978.8685034723
1,351.195625,77.69716666666666,17752.568327400444,-214.49847341916393,2460978.901912847
1,351.195625,77.69716666666666,19426.851915108837,-181.39481787821205,2460978.869100463
1,351.195625,77.69716666666666,18132.954149296456,17.560017327119567,2460978.902508912
1,351.195625,77.69716666666666,19370.014367565112,104.3863617957868,2460978.869696065
1,351.195625,77.69716666666666,17867.705372279925,-208.81488500468186,2460978.903124537
1,351.195625,77.69716666666666,19097.98223576172,9.330660837953474,2460978.870291088
1,351.195625,77.69716666666666,17871.122390136577,-85.04265690105967,2460978.903720602
1,351.195625,77.69716666666666,18960.663013374207,179.56669738094206,2460978.870887153
1,351.195625,77.69716666666666,17944.948354550972,-165.7324876325365,2460978.9043159722
1,351.195625,77.69716666666666,18772.329655236907,253.84549759332367,2460978.871482639
1,351.195625,77.69716666666666,18010.072833212984,-42.74876519735699,2460978.904911227
1,351.195625,77.69716666666666,18201.792057129936,-52.28692797405529,2460978.8720778935
1,351.195625,77.69716666666666,18068.372350901427,-103.5067847463979,2460978.9055072917
1,351.195625,77.69716666666666,17840.21986102744,-155.76101315107007,2460978.8726739585
1,351.195625,77.69716666666666,17821.658803722432,-198.56570694474794,2460978.906102662
1,351.195625,77.69716666666666,17368.5743605256,-189.02086981113098,2460978.873270023
1,351.195625,77.69716666666666,17736.598217070958,-221.98293355726491,2460978.9066980323
1,351.195625,77.69716666666666,17051.79035423851,-49.82321101589696,2460978.8738653935
1,351.195625,77.69716666666666,18131.253623681485,-97.6164489222283,2460978.9072940974
1,351.195625,77.69716666666666,16554.76317331569,-357.6452905222941,2460978.8744606483
1,351.195625,77.69716666666666,18107.294618302963,101.79614327078889,2460978.907890162
1,351.195625,77.69716666666666,16508.089814266,249.70618753475537,2460978.8750560186
1,351.195625,77.69716666666666,17983.362912258544,-225.91017285816997,2460978.908485417
1,351.195625,77.69716666666666,37631.71912801181,13397.857157375958,2460978.875651389
1,351.195625,77.69716666666666,17956.193868618233,-150.82065170291025,2460978.909081829
1,351.195625,77.69716666666666,15554.951293256468,111.5675664802111,2460978.8762466437
1,351.195625,77.69716666666666,18015.27029422817,-130.6523860227171,2460978.9096768517
1,351.195625,77.69716666666666,16434.61673641234,-157.995569900002,2460978.8768429398
1,351.195625,77.69716666666666,18270.42177800902,79.04187959249248,2460978.910272222
1,351.195625,77.69716666666666,17878.967443372978,-88.31854192731043,2460978.877438773
1,351.195625,77.69716666666666,17940.70842702226,-301.41123412712113,2460978.9108685185
1,351.195625,77.69716666666666,18095.245390045155,-79.51420714195046,2460978.8780349535
1,351.195625,77.69716666666666,18145.907728328108,-163.83562995220927,2460978.9114643517
1,351.195625,77.69716666666666,18014.774507085014,-68.8528341664387,2460978.8786302083
1,351.195625,77.69716666666666,18318.002988568096,-32.19713052852239,2460978.9120596065
1,351.195625,77.69716666666666,18003.039019027186,-45.65548704903995,2460978.879226273
1,351.195625,77.69716666666666,18048.89424410817,-384.90197388419983,2460978.912655671
1,351.195625,77.69716666666666,17965.794077789516,-73.44148074302211,2460978.879822222
1,351.195625,77.69716666666666,18036.03398509488,-305.8954437334978,2460978.9132510414
1,351.195625,77.69716666666666,17880.03931362772,34.67742333113347,2460978.880418287
1,351.195625,77.69716666666666,18518.981661102618,-138.13838766759363,2460978.913846412
1,351.195625,77.69716666666666,17965.090407191594,61.308223387597536,2460978.8810144677
1,351.195625,77.69716666666666,18571.155679065745,-92.40041484882386,2460978.914442477
1,351.195625,77.69716666666666,17827.92641741303,91.26718122676539,2460978.8816107637
1,351.195625,77.69716666666666,18881.70091626462,-49.44411152174143,2460978.915037847
1,351.195625,77.69716666666666,17819.658252924408,92.4720741299825,2460978.8822072917
1,351.195625,77.69716666666666,19459.396067390935,-202.91588619928007,2460978.9156346065
1,351.195625,77.69716666666666,17641.47181079943,-392.5122191602677,2460978.8828033563
1,351.195625,77.69716666666666,20268.730406751274,268.07135778826705,2460978.9162298613
1,351.195625,77.69716666666666,17961.91990742029,94.06868713590302,2460978.8833994213
1,351.195625,77.69716666666666,19081.30326860345,159.32784983078818,2460978.916825926
1,351.195625,77.69716666666666,17948.32109560673,71.78718924228451,2460978.8839946757
1,351.195625,77.69716666666666,19345.69282175267,8.469575447576062,2460978.9174219905
1,351.195625,77.69716666666666,17797.504103948093,44.532684373221855,2460978.8845900465
1,351.195625,77.69716666666666,19494.194792220867,-48.442845272282284,2460978.9180180556
1,351.195625,77.69716666666666,17886.13454596382,-62.65582326806907,2460978.885228125
1,351.195625,77.69716666666666,18095.182392622664,300.9972198425203,2460978.888803935
1,351.195625,77.69716666666666,19124.682106472825,-303.9686951587755,2460978.918613426
1,351.195625,77.69716666666666,17659.54330028732,-136.66199450838394,2460978.8894
1,351.195625,77.69716666666666,19291.800368621403,-144.3278133076492,2460978.9192096065
1,351.195625,77.69716666666666,17808.24804288647,-139.04676937544355,2460978.889996065
1,351.195625,77.69716666666666,19628.588524956365,-126.20184710349713,2460978.9198055556
1,351.195625,77.69716666666666,17851.546722658644,56.9866354031401,2460978.890591435
1,351.195625,77.69716666666666,23648.265300079052,18.792210124207486,2460978.9204018516
1,351.195625,77.69716666666666,17858.58723314914,-21.5267523190887,2460978.8911873843
1,351.195625,77.69716666666666,17788.9242384812,54.05683740298991,2460978.891783449
1,351.195625,77.69716666666666,17881.249998214986,117.44327077930575,2460978.8864203705
1,351.195625,77.69716666666666,17898.552127104846,31.392508953846118,2460978.8858243055
1,351.195625,77.69716666666666,17750.771844623534,-4.033895487693371,2460978.887016435
1,351.195625,77.69716666666666,17608.51839077758,-124.35569817415671,2460978.8876127317
1,351.195625,77.69716666666666,17637.637168087578,-262.10694652646634,2460978.8882078705
1,351.195625,77.69716666666666,18213.317491277823,215.2251955842621,2460978.892379514
1,351.195625,77.69716666666666,17710.686566354143,-194.67685142434493,2460978.8929748842
1,351.195625,77.69716666666666,17905.903154624313,-54.76367596111959,2460978.893570949
1,351.195625,77.69716666666666,17962.69824126366,-148.48365988338992,2460978.8941663196
1,351.195625,77.69716666666666,17845.16158433636,-277.0025436478609,2460978.894761574
1,351.195625,77.69716666666666,18124.824130479017,-12.357545785896946,2460978.895357639
1,351.195625,77.69716666666666,18118.933003651695,153.85404854008084,2460978.8959538196
1,351.195625,77.69716666666666,18153.09378116435,-43.83601032046863,2460978.8965497687
1,351.195625,77.69716666666666,18035.84390110778,-79.03098141844748,2460978.8971458334
